test_set,tamper_type,analysis_only,threshold,tp,fp,fn,tn,precision,recall,f1,iou,accuracy,specificity,false_positive_rate,false_negative_rate
TestingSet,copy_move,True,0.22,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.23,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.24,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.25,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.26,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.27,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.28,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.29,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.3,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.31,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.32,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.33,144,2730,164,9250,0.05010438413361169,0.4675324675324675,0.09050911376492772,0.04739960500329164,0.7644856770833334,0.7721202003338898,0.2278797996661102,0.5324675324675324
TestingSet,copy_move,True,0.34,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.35,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.36,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.37,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.38,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.39,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.4,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.41,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.42,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.43,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.44,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.45,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.46,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.47,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.48,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.49,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.5,77,1268,231,10712,0.05724907063197026,0.25,0.09316394434361766,0.04885786802030457,0.8780110677083334,0.8941569282136895,0.10584307178631051,0.75
TestingSet,copy_move,True,0.51,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.52,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.53,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.54,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.55,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.56,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.57,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.58,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.59,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.6,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.61,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.62,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.63,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.64,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.65,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.66,32,565,276,11415,0.05360134003350084,0.1038961038961039,0.0707182320441989,0.03665521191294387,0.9315592447916666,0.9528380634390651,0.04716193656093489,0.8961038961038961
TestingSet,copy_move,True,0.67,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.68,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.69,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.7,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.71,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.72,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.73,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.74,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.75,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.76,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.77,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.78,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.79,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.8,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.81,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.82,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.83,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.84,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.85,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.86,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.87,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.88,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.89,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.9,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.91,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.92,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.93,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.94,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.95,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.96,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.97,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.98,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
TestingSet,copy_move,True,0.99,16,276,292,11704,0.0547945205479452,0.05194805194805195,0.05333333333333334,0.0273972602739726,0.9537760416666666,0.9769616026711185,0.02303839732888147,0.948051948051948
FCD,copy_move,True,0.01,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.02,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.03,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.04,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.05,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.06,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.07,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.08,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.09,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.1,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.11,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.12,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.13,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.14,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.15,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.16,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.17,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.18,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.19,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.2,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.21,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.22,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.23,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.24,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.25,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.26,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.27,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.28,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.29,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.3,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.31,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.32,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.33,84,2813,114,9277,0.028995512599240592,0.42424242424242425,0.054281098546041996,0.027897708402524077,0.7618001302083334,0.767328370554177,0.23267162944582298,0.5757575757575758
FCD,copy_move,True,0.34,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.35,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.36,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.37,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.38,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.39,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.4,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.41,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.42,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.43,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
FCD,copy_move,True,0.44,31,1285,167,10805,0.023556231003039513,0.15656565656565657,0.04095112285336856,0.020903573836817263,0.8818359375,0.8937138130686518,0.10628618693134823,0.8434343434343434
